repo,path,kind,format,files,bytes,tracked,layer,last_commit,last_commit_subject,rows,cols,first,last,key_guess,read_error,producers,n_producers,consumers,n_consumers,workflows,n_workflows,mention_only,orphan_written_never_read,dead_no_code_touches_it
pro,models/best_params_btts.json,file,json,1,906,False,UNKNOWN,,,7.0,5.0,,,json object,,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,models/best_params_over15.json,file,json,1,908,False,UNKNOWN,,,7.0,5.0,,,json object,,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,models/best_params_over35.json,file,json,1,906,False,UNKNOWN,,,7.0,5.0,,,json object,,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,models/best_params_side_markets.json,file,json,1,3749,False,UNKNOWN,,,3.0,7.0,,,json object,,pro:pipeline.py; v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml; v9:pipeline.py,4,pro:pipeline.py; v9:.github/workflows/backtest_matrix.yml; v9:pipeline.py,3,v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml,2,1,False,False
pro,models/best_params_standard.json,file,json,1,1365,False,UNKNOWN,,,7.0,7.0,,,json object,,pro:pipeline.py; v9:pipeline.py,2,v9:src/betting.py,1,,0,0,False,False
pro,models/feature_importances_btts.csv,file,csv,1,1950,False,UNKNOWN,,,42.0,3.0,,,,,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,models/feature_importances_ht_over05.csv,file,csv,1,1912,False,UNKNOWN,,,42.0,3.0,,,,,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,0,True,False
pro,models/feature_importances_ht_over15.csv,file,csv,1,1913,False,UNKNOWN,,,42.0,3.0,,,,,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,0,True,False
pro,models/feature_importances_newformat.csv,file,csv,1,1943,False,UNKNOWN,,,42.0,3.0,,,,,pro:retrain.py; v9:.github/workflows/retrain.yml; v9:retrain.py,3,,0,v9:.github/workflows/retrain.yml,1,2,True,False
pro,models/feature_importances_over15.csv,file,csv,1,1933,False,UNKNOWN,,,42.0,3.0,,,,,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,models/feature_importances_over35.csv,file,csv,1,1934,False,UNKNOWN,,,42.0,3.0,,,,,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,models/feature_importances_standard.csv,file,csv,1,1872,False,UNKNOWN,,,42.0,3.0,,,,,pro:retrain.py; v9:.github/workflows/retrain.yml; v9:retrain.py,3,,0,v9:.github/workflows/retrain.yml,1,2,True,False
pro,models/feature_importances_v9.csv,file,csv,1,1117,False,UNKNOWN,,,25.0,3.0,,,,,,0,,0,,0,0,False,True
pro,models/metrics_model_ht_over05.json,file,json,1,492,False,DERIVED,,,4.0,6.0,,,json object,,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,0,True,False
pro,models/metrics_model_ht_over15.json,file,json,1,499,False,DERIVED,,,4.0,6.0,,,json object,,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,0,True,False
pro,models/metrics_model_v9_btts.json,file,json,1,501,False,DERIVED,,,4.0,6.0,,,json object,,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,models/metrics_model_v9_newformat.json,file,json,1,498,False,DERIVED,,,4.0,6.0,,,json object,,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,0,True,False
pro,models/metrics_model_v9_over15.json,file,json,1,502,False,DERIVED,,,4.0,6.0,,,json object,,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,models/metrics_model_v9_over35.json,file,json,1,502,False,DERIVED,,,4.0,6.0,,,json object,,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,models/metrics_model_v9_standard.json,file,json,1,498,False,DERIVED,,,4.0,6.0,,,json object,,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/preseason_retrain.yml; v9:.github/workflows/retrain.yml,3,0,True,False
pro,models/metrics_v8.json,file,json,1,325,False,UNKNOWN,,,2.0,6.0,,,json object,,,0,,0,,0,0,False,True
pro,output/accumulators.json,file,json,1,11961,True,UNKNOWN,2026-09-22T15:08:49,feat(research): accumulators across SEPARATE fixtures ג€” the question actually asked,4.0,0.0,,,json object,,pro:src/validation/accumulators.py,1,,0,,0,0,True,False
pro,output/accuracy_vs_edge.json,file,json,1,7190,True,UNKNOWN,2026-09-22T15:01:21,"feat(research): accuracy vs edge, and the combo thesis tested on 4 seasons",4.0,0.0,,,json object,,pro:src/validation/accuracy_vs_edge.py,1,,0,,0,0,True,False
pro,output/af_history.parquet,file,parquet,1,265695,False,CANONICAL,,,20617.0,20.0,2019-02-15 00:00:00,2025-12-11 00:00:00,date+home_team+away_team,,pro:scripts/backfill_af_history.py; v9:.github/workflows/af_history_extend.yml; v9:.github/workflows/af_usage_monitor.yml; v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml; v9:.github/workflows/daily_summary.yml,23,pro:scripts/backfill_af_history.py; pro:src/architecture/gap.py; pro:x12_nf_backtest.py; v9:scripts/backfill_af_history.py; v9:src/data_loader.py,5,v9:.github/workflows/af_history_extend.yml; v9:.github/workflows/af_usage_monitor.yml; v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml; v9:.github/workflows/daily_summary.yml; v9:.github/workflows/fantasy_refresh.yml,20,9,False,False
pro,output/af_ht_history.parquet,file,parquet,1,51304,False,CANONICAL,,,6977.0,6.0,2022-02-11 00:00:00,2026-06-23 00:00:00,date+home_team+away_team,,pro:backfill_ht_parallel.py; v9:backfill_ht_parallel.py,2,v9:src/data_loader.py; v9:update_results.py,2,,0,0,False,False
pro,output/backtest_all_leagues.csv,file,csv,1,28655594,False,DERIVED,,,44207.0,73.0,2019-09-28 00:00:00,2026-04-23 00:00:00,date+home_team+away_team,,pro:src/architecture/inventory.py,1,pro:src/architecture/gap.py,1,,0,0,False,False
pro,output/backtest_all_leagues_by_league.csv,file,csv,1,875,False,DERIVED,,,15.0,7.0,,,,,,0,,0,,0,0,False,True
pro,output/backtest_by_league.csv,file,csv,1,293,False,DERIVED,,,7.0,5.0,,,,,,0,,0,,0,0,False,True
pro,output/backtest_by_league_btts.csv,file,csv,1,287,False,DERIVED,,,7.0,5.0,,,,,v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml,2,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml,2,0,True,False
pro,output/backtest_by_league_newformat.csv,file,csv,1,1764,False,DERIVED,,,0.0,121.0,,,date+home_team+away_team,,pro:retrain.py; v9:.github/workflows/backtest.yml; v9:.github/workflows/retrain.yml; v9:retrain.py,4,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,output/backtest_by_league_over15.csv,file,csv,1,273,False,DERIVED,,,7.0,5.0,,,,,v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml,2,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml,2,0,True,False
pro,output/backtest_by_league_over35.csv,file,csv,1,259,False,DERIVED,,,7.0,5.0,,,,,v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml,2,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/backtest_matrix.yml,2,0,True,False
pro,output/backtest_by_league_standard.csv,file,csv,1,212,False,DERIVED,,,5.0,5.0,,,,,pro:retrain.py; v9:.github/workflows/backtest.yml; v9:.github/workflows/retrain.yml; v9:retrain.py,4,pro:pages/4_ℹ️_Model_Info.py; v9:pages/4_ℹ️_Model_Info.py,2,v9:.github/workflows/backtest.yml; v9:.github/workflows/retrain.yml,2,2,False,False
pro,output/backtest_metrics_history.json,file,json,1,1803,False,CANONICAL,,,4.0,11.0,,,json object,,pro:retrain.py; v9:.github/workflows/retrain.yml; v9:retrain.py,3,,0,v9:.github/workflows/retrain.yml,1,0,True,False
pro,output/backtest_results.csv,file,csv,1,23037860,False,DERIVED,,,23421.0,121.0,2020-09-27 00:00:00,2026-05-18 00:00:00,date+home_team+away_team,,pro:pipeline.py; v9:.github/workflows/backtest.yml; v9:pipeline.py,3,,0,v9:.github/workflows/backtest.yml,1,0,True,False
pro,output/backtest_results_btts.csv,file,csv,1,18191615,False,DERIVED,,,21717.0,112.0,2020-09-27 00:00:00,2026-05-18 00:00:00,date+home_team+away_team,,v9:.github/workflows/backtest.yml,1,,0,v9:.github/workflows/backtest.yml,1,0,True,False
pro,output/backtest_results_newformat.csv,file,csv,1,1641170,False,DERIVED,,,1706.0,121.0,2021-02-21 00:00:00,2026-04-12 00:00:00,date+home_team+away_team,,pro:retrain.py; v9:.github/workflows/backtest.yml; v9:.github/workflows/retrain.yml; v9:retrain.py,4,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/retrain.yml,2,0,True,False
pro,output/backtest_results_over15.csv,file,csv,1,18321593,False,DERIVED,,,21717.0,112.0,2020-09-27 00:00:00,2026-05-18 00:00:00,date+home_team+away_team,,v9:.github/workflows/backtest.yml,1,,0,v9:.github/workflows/backtest.yml,1,0,True,False
pro,output/backtest_results_over35.csv,file,csv,1,18107441,False,DERIVED,,,21717.0,112.0,2020-09-27 00:00:00,2026-05-18 00:00:00,date+home_team+away_team,,v9:.github/workflows/backtest.yml,1,,0,v9:.github/workflows/backtest.yml,1,0,True,False
pro,output/backtest_results_standard.csv,file,csv,1,21398454,False,DERIVED,,,21715.0,121.0,2020-09-27 00:00:00,2026-05-18 00:00:00,date+home_team+away_team,,pro:retrain.py; v9:.github/workflows/backtest.yml; v9:.github/workflows/retrain.yml; v9:retrain.py,4,,0,v9:.github/workflows/backtest.yml; v9:.github/workflows/retrain.yml,2,4,True,False
pro,output/backtest_season_breakdown.csv,file,csv,1,5357,False,DERIVED,,,105.0,7.0,,,,,,0,,0,,0,0,False,True
pro,output/bets.csv,file,csv,1,3400,False,DERIVED,,,18.0,19.0,2026-07-10 00:00:00,2026-07-12 00:00:00,date+home_team+away_team,,pro:pipeline.py; pro:research/oracle_backtest.py; v9:.github/workflows/predict.yml; v9:pipeline.py,4,pro:app.py; pro:pages/10_🤖_Agent_Analysis.py; pro:pages/1_📊_Dashboard.py; pro:player_model/pipeline.py; pro:player_model/predict.py; pro:research/oracle_backtest.py; pro:telegram_bot/notifier.py; v9:app.py,13,v9:.github/workflows/predict.yml,1,8,False,False
pro,output/bets_ledger.csv,file,csv,1,557328,False,DERIVED,,,4694.0,21.0,2020-09-19 00:00:00,2026-08-16 00:00:00,,,pro:pipeline.py; pro:scripts/fix_ledger_tiers.py; pro:update_results.py; v9:.github/workflows/daily_summary.yml; v9:.github/workflows/predict.yml; v9:.github/workflows/update_results.yml,11,pro:app.py; pro:pages/12_💼_Portfolio.py; pro:scripts/fix_ledger_tiers.py; pro:scripts/v11_shadow.py; pro:telegram_bot/notifier.py; pro:update_results.py; v9:app.py; v9:pages/12_💼_Portfolio.py,14,v9:.github/workflows/daily_summary.yml; v9:.github/workflows/predict.yml; v9:.github/workflows/update_results.yml,3,20,False,False
pro,output/bet_builder_candidates.csv,file,csv,1,20822,True,UNKNOWN,2026-09-22T18:56:10,pro: bet builder 2026-09-22 18:56,48.0,28.0,2026-09-24 00:00:00,2026-09-25 00:00:00,fixture_key,,pro:.github/workflows/pro_bet_builder.yml; pro:src/pipelines/bet_builder.py,2,pro:src/pipelines/bet_builder.py; v9:pages/14_🧩_Bet_Builder.py,2,pro:.github/workflows/pro_bet_builder.yml,1,5,False,False
pro,output/bet_builder_settled.csv,file,csv,1,5518611,True,UNKNOWN,2026-09-22T18:56:10,pro: bet builder 2026-09-22 18:56,12904.0,36.0,2026-08-17 00:00:00,2026-09-25 00:00:00,fixture_key,,pro:.github/workflows/pro_bet_builder.yml; pro:src/pipelines/bet_builder.py,2,pro:src/pipelines/bet_builder.py; v9:pages/14_🧩_Bet_Builder.py,2,pro:.github/workflows/pro_bet_builder.yml,1,4,False,False
pro,output/calibration_bins.csv,file,csv,1,1176,True,UNKNOWN,2026-09-22T10:37:40,feat(research): calibration study ג€” and it overturns the audit's headline,14.0,7.0,,,,,pro:.github/workflows/pro_research.yml; pro:src/validation/calibration_study.py,2,,0,pro:.github/workflows/pro_research.yml,1,0,True,False
pro,output/calibration_study.csv,file,csv,1,1488,True,UNKNOWN,2026-09-22T10:37:40,feat(research): calibration study ג€” and it overturns the audit's headline,3.0,30.0,,,,,pro:.github/workflows/pro_research.yml; pro:src/validation/calibration_study.py,2,,0,pro:.github/workflows/pro_research.yml,1,0,True,False
pro,output/clv_enriched.csv,file,csv,1,8204930,True,UNKNOWN,2026-09-22T11:43:09,pro: collect 2026-09-22 11:43 UTC,47771.0,18.0,2026-08-17 00:00:00,2026-09-26 00:00:00,fixture_key,,pro:.github/workflows/pro_collect.yml; pro:src/market/clv_schema.py,2,,0,pro:.github/workflows/pro_collect.yml,1,1,True,False
pro,output/collect_health.json,file,json,1,3947,True,REPORT,2026-09-23T00:54:15,pro: collect 2026-09-23 00:54 UTC,11.0,0.0,,,json object,,pro:.github/workflows/pro_backfill_results.yml; pro:.github/workflows/pro_collect.yml; pro:src/pipelines/pro_collect.py,3,,0,pro:.github/workflows/pro_backfill_results.yml; pro:.github/workflows/pro_collect.yml,2,1,True,False
pro,output/combo_dependency_matrix.csv,file,csv,1,317367,True,UNKNOWN,2026-08-29T09:47:46,"combo: measure player-prop dependence too ג€” player legs are now priced, not bounded",1638.0,24.0,,,,,,0,v9:pages/14_🧩_Bet_Builder.py,1,,0,3,False,False
pro,output/combo_dependency_stability.csv,file,csv,1,3855,True,UNKNOWN,2026-08-29T09:47:46,"combo: measure player-prop dependence too ג€” player legs are now priced, not bounded",63.0,10.0,,,,,,0,,0,,0,1,False,True
pro,output/combo_import_health.json,file,json,1,1019,True,REPORT,2026-09-23T00:54:15,pro: collect 2026-09-23 00:54 UTC,3.0,0.0,,,json object,,pro:.github/workflows/pro_bet_builder.yml; pro:.github/workflows/pro_collect.yml; pro:src/combo/canonical.py; pro:src/pipelines/bet_builder.py,4,pro:src/combo/canonical.py; pro:src/pipelines/bet_builder.py,2,pro:.github/workflows/pro_bet_builder.yml; pro:.github/workflows/pro_collect.yml,2,1,False,False
pro,output/combo_notified.json,file,json,1,50722,True,UNKNOWN,2026-09-20T22:26:44,pro: bet builder 2026-09-20 22:26,188.0,7.0,,,json object,,pro:.github/workflows/pro_bet_builder.yml,1,,0,pro:.github/workflows/pro_bet_builder.yml,1,1,True,False
pro,output/cross_model_correlation.csv,file,csv,1,3365,True,DERIVED,2026-09-22T10:16:39,feat(research): cross-model correlation study ג€” does requiring agreement help?,20.0,19.0,,,,,pro:.github/workflows/pro_research.yml; pro:src/validation/cross_model.py,2,,0,pro:.github/workflows/pro_research.yml,1,0,True,False
pro,output/fantasy_tips.csv,file,csv,1,32775,False,DERIVED,,,467.0,11.0,,,,,pro:player_model/fantasy.py; pro:telegram_bot/notifier.py; v9:.github/workflows/fantasy_refresh.yml; v9:player_model/fantasy.py; v9:telegram_bot/notifier.py,5,pro:pages/13_⚽_Fantasy.py; pro:telegram_bot/notifier.py; v9:pages/13_⚽_Fantasy.py; v9:telegram_bot/notifier.py,4,v9:.github/workflows/fantasy_refresh.yml,1,1,False,False
pro,output/high_activity_coverage.json,file,json,1,12545,True,REPORT,2026-09-23T00:54:15,pro: collect 2026-09-23 00:54 UTC,15.0,19.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:src/monitoring/scheduler.py,2,,0,pro:.github/workflows/pro_collect.yml,1,1,True,False
pro,output/import_watermarks.json,file,json,1,319,True,UNKNOWN,2026-09-23T00:54:15,pro: collect 2026-09-23 00:54 UTC,5.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:src/data/watermarks.py,2,pro:src/data/watermarks.py,1,pro:.github/workflows/pro_collect.yml,1,0,False,False
pro,output/live_games.csv,file,csv,1,125,False,UNKNOWN,,,0.0,11.0,,,,,v9:.github/workflows/live_scanner.yml; v9:.github/workflows/predict.yml; v9:src/live_scanner.py,3,pro:pages/6_⚡_Live.py; v9:pages/6_⚡_Live.py,2,v9:.github/workflows/live_scanner.yml; v9:.github/workflows/predict.yml,2,5,False,False
pro,output/live_signals_history.csv,file,csv,1,1748,False,CANONICAL,,,13.0,13.0,2026-06-25 00:00:00,2026-07-06 00:00:00,,,v9:.github/workflows/live_scanner.yml; v9:.github/workflows/update_results.yml; v9:src/live_scanner.py; v9:update_results.py,4,pro:pages/9_📜_Live_History.py; v9:pages/6_⚡_Live.py; v9:src/live_scanner.py; v9:update_results.py,4,v9:.github/workflows/live_scanner.yml; v9:.github/workflows/update_results.yml,2,1,False,False
pro,output/live_tips.csv,file,csv,1,166,False,DERIVED,,,0.0,16.0,,,,,v9:.github/workflows/live_scanner.yml; v9:.github/workflows/predict.yml; v9:src/live_scanner.py,3,pro:pages/6_⚡_Live.py; pro:telegram_bot/notifier.py; v9:pages/6_⚡_Live.py; v9:telegram_bot/notifier.py,4,v9:.github/workflows/live_scanner.yml; v9:.github/workflows/predict.yml,2,3,False,False
pro,output/mixed_model_eval.json,file,json,1,2994,True,DERIVED,2026-09-22T12:11:22,feat(pro): mixed-model retrain ג€” stacked challenger vs single-market incumbent,2.0,0.0,,,json object,,pro:.github/workflows/pro_research.yml; pro:src/pipelines/train_mixed.py,2,pro:.github/workflows/pro_research.yml,1,pro:.github/workflows/pro_research.yml,1,0,False,False
pro,output/ml_learning_health.json,file,json,1,6066,True,REPORT,2026-09-22T14:19:21,"audit: the loop closed ג€” first genuine learning event, 2026-09-22 11:14:51 UTC",8.0,0.0,,,json object,,pro:.github/workflows/pro_research.yml; pro:src/monitoring/ml_learning_health.py,2,pro:.github/workflows/pro_research.yml,1,pro:.github/workflows/pro_research.yml,1,0,False,False
pro,output/model_1x2.json,file,json,1,84008,True,DERIVED,2026-09-05T11:49:03,"1x2: forward paper record - log the opinion, the price, and the horizon",6.0,0.0,,,json object,,pro:src/pipelines/train_1x2.py,1,,0,,0,2,True,False
pro,output/model_1x2_eval.csv,file,csv,1,2402,True,DERIVED,2026-09-05T11:39:07,1x2: resolve club names before the market join - 188 -> 505 fixtures,20.0,16.0,,,,,pro:src/pipelines/train_1x2.py,1,,0,,0,1,True,False
pro,output/monthly_eval.json,file,json,1,1350,True,UNKNOWN,2026-08-19T16:08:55,"Monthly out-of-sample eval, pre-registered hypotheses, and a CLV cleanliness guard",4.0,0.0,,,json object,,,0,,0,,0,1,False,True
pro,output/newformat_odds_history.csv,file,csv,1,1363656,False,RAW,,,13452.0,7.0,2025-06-23 00:00:00,2026-06-23 00:00:00,,,pro:scripts/capture_nf_odds_forward.py; v9:.github/workflows/nf_odds_capture.yml; v9:scripts/capture_nf_odds_forward.py,3,pro:scripts/capture_nf_odds_forward.py; pro:x12_nf_backtest.py; v9:scripts/capture_nf_odds_forward.py; v9:src/data_loader.py,4,v9:.github/workflows/nf_odds_capture.yml,1,8,False,False
pro,output/news_impact.json,file,json,1,102,True,UNKNOWN,2026-09-22T11:43:09,pro: collect 2026-09-22 11:43 UTC,4.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml,1,,0,pro:.github/workflows/pro_collect.yml,1,1,True,False
pro,output/output_manifest.json,file,json,1,41160,True,REPORT,2026-09-23T00:54:15,pro: collect 2026-09-23 00:54 UTC,10.0,5.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:src/monitoring/manifest.py,2,pro:src/monitoring/manifest.py,1,pro:.github/workflows/pro_collect.yml,1,0,False,False
pro,output/paper_1x2.csv,file,csv,1,34426,True,UNKNOWN,2026-09-21T14:33:17,pro: paper 1x2 2026-09-21,129.0,30.0,2026-09-05 00:00:00,2026-09-21 00:00:00,fixture_key,,pro:.github/workflows/pro_paper_1x2.yml; pro:src/pipelines/paper_1x2.py,2,pro:src/pipelines/paper_1x2.py,1,pro:.github/workflows/pro_paper_1x2.yml,1,0,False,False
pro,output/pick_accuracy.json,file,json,1,13222,True,UNKNOWN,2026-09-22T14:56:07,"feat(research): pure hit-rate study ג€” can the model just guess right, ignoring all price",2.0,0.0,,,json object,,pro:src/validation/pick_accuracy.py,1,,0,,0,0,True,False
pro,output/player_combo_dependency.csv,file,csv,1,18952,True,UNKNOWN,2026-08-29T09:47:46,"combo: measure player-prop dependence too ג€” player legs are now priced, not bounded",171.0,15.0,,,,,,0,pro:src/pipelines/bet_builder.py,1,,0,3,False,False
pro,output/player_ledger.csv,file,csv,1,124624,False,DERIVED,,,892.0,20.0,2026-06-14 00:00:00,2026-07-12 00:00:00,,,pro:update_results.py; v9:.github/workflows/daily_summary.yml; v9:.github/workflows/player_props.yml; v9:.github/workflows/update_results.yml; v9:update_results.py,5,pro:pages/11_👤_Player_Props.py; pro:pages/12_💼_Portfolio.py; pro:telegram_bot/notifier.py; pro:update_results.py; v9:.github/workflows/player_props.yml; v9:pages/11_👤_Player_Props.py; v9:pages/12_💼_Portfolio.py; v9:player_model/clv_tracker.py,10,v9:.github/workflows/daily_summary.yml; v9:.github/workflows/player_props.yml; v9:.github/workflows/update_results.yml,3,5,False,False
pro,output/player_props_calibration.json,file,json,1,1081,False,UNKNOWN,,,7.0,6.0,,,json object,,pro:player_model/predict.py; v9:player_model/predict.py,2,pro:player_model/predict.py; v9:player_model/predict.py,2,,0,0,False,False
pro,output/player_prop_odds_history.csv,file,csv,1,908758,False,RAW,,,9191.0,8.0,2026-06-28 00:00:00,2026-07-12 00:00:00,,,pro:player_model/odds_fetcher.py; v9:.github/workflows/player_props.yml; v9:.github/workflows/prop_odds_snapshot.yml; v9:player_model/odds_fetcher.py,4,pro:player_model/clv_tracker.py; pro:player_model/odds_fetcher.py; pro:research/calibration_audit.py; pro:research/counterfactual_test.py; pro:research/distributional_test.py; pro:research/oracle_backtest.py; v9:player_model/clv_tracker.py; v9:player_model/odds_fetcher.py,8,v9:.github/workflows/player_props.yml; v9:.github/workflows/prop_odds_snapshot.yml,2,4,False,False
pro,output/player_tips.csv,file,csv,1,24351,False,DERIVED,,,144.0,23.0,2026-07-09 00:00:00,2026-07-12 00:00:00,date+league+match+market,,pro:player_model/pipeline.py; pro:player_model/predict.py; v9:.github/workflows/player_props.yml; v9:player_model/pipeline.py; v9:player_model/predict.py,5,pro:pages/11_👤_Player_Props.py; pro:pages/5_🌍_World_Cup.py; pro:telegram_bot/notifier.py; v9:.github/workflows/player_props.yml; v9:pages/11_👤_Player_Props.py; v9:telegram_bot/notifier.py,6,v9:.github/workflows/player_props.yml,1,8,False,False
pro,output/pl_squads.csv,file,csv,1,38796,False,UNKNOWN,,,612.0,14.0,,,,,pro:player_model/fantasy.py; v9:.github/workflows/fantasy_refresh.yml; v9:player_model/fantasy.py,3,pro:player_model/fantasy.py; v9:player_model/fantasy.py,2,v9:.github/workflows/fantasy_refresh.yml,1,0,False,False
pro,output/pl_squads_official.csv,file,csv,1,25242,False,UNKNOWN,,,612.0,6.0,,,,,pro:player_model/fantasy.py; v9:.github/workflows/fantasy_refresh.yml; v9:player_model/fantasy.py,3,pro:player_model/fantasy.py; v9:player_model/fantasy.py,2,v9:.github/workflows/fantasy_refresh.yml,1,5,False,False
pro,output/postponed.csv,file,csv,1,104,False,UNKNOWN,,,1.0,5.0,2026-07-06 00:00:00,2026-07-06 00:00:00,date+home_team+away_team,,pro:pipeline.py; v9:.github/workflows/predict.yml; v9:pipeline.py,3,,0,v9:.github/workflows/predict.yml,1,0,True,False
pro,output/predictions.csv,file,csv,1,132892,False,DERIVED,,,139.0,141.0,2026-08-10 00:00:00,2026-08-16 00:00:00,date+home_team+away_team,,pro:.github/workflows/pro_backfill_results.yml; pro:.github/workflows/pro_collect.yml; pro:pipeline.py; pro:src/pipelines/tourney.py; v9:.github/workflows/predict.yml; v9:pipeline.py,7,pro:pages/10_🤖_Agent_Analysis.py; pro:pages/1_📊_Dashboard.py; pro:pages/8_⏱_HalfTime.py; pro:scripts/v11_shadow.py; pro:telegram_bot/notifier.py; v9:pages/10_🤖_Agent_Analysis.py; v9:pages/1_📊_Dashboard.py; v9:pages/6_⚡_Live.py,11,pro:.github/workflows/pro_backfill_results.yml; pro:.github/workflows/pro_collect.yml; v9:.github/workflows/predict.yml,3,22,False,False
pro,output/predict_health.json,file,json,1,235,False,REPORT,,,4.0,0.0,,,json object,,pro:telegram_bot/notifier.py; v9:.github/workflows/predict.yml; v9:src/health_check.py; v9:telegram_bot/notifier.py,4,v9:src/health_check.py,1,v9:.github/workflows/predict.yml,1,0,False,False
pro,output/scheduler_health.json,file,json,1,5351,True,REPORT,2026-09-23T00:54:15,pro: collect 2026-09-23 00:54 UTC,16.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml,1,,0,pro:.github/workflows/pro_collect.yml,1,2,True,False
pro,output/sharp_history.json,file,json,1,1861787,False,CANONICAL,,,284.0,7.0,,,json object,,v9:.github/workflows/predict.yml; v9:.github/workflows/sharp_tracker.yml; v9:src/sharp_tracker_v1.py,3,,0,v9:.github/workflows/predict.yml; v9:.github/workflows/sharp_tracker.yml,2,4,True,False
pro,output/sharp_ledger.csv,file,csv,1,18105,False,DERIVED,,,140.0,16.0,2026-06-14 00:00:00,2026-07-18 00:00:00,,,pro:update_results.py; v9:.github/workflows/daily_summary.yml; v9:.github/workflows/sharp_tracker.yml; v9:.github/workflows/update_results.yml; v9:.github/workflows/worldcup.yml; v9:update_results.py,6,pro:telegram_bot/notifier.py; pro:update_results.py; v9:telegram_bot/notifier.py; v9:update_results.py,4,v9:.github/workflows/daily_summary.yml; v9:.github/workflows/sharp_tracker.yml; v9:.github/workflows/update_results.yml; v9:.github/workflows/worldcup.yml,4,3,False,False
